Symbol,Rm-Rf %,SMB %,HML %,WML %,ent,Adj-r_sq,const,high-low
UTTAMSUGAR,0.2843,0.0044,0.0056,0.0319,,0.0804,0.1902,0.508
FELDVR,0.0132,0.0291,0.6813,0.0002,,0.1224,0.06,0.3178
PLASTIBLEN,0.0,0.0004,0.2728,0.5059,,0.2407,0.1642,0.6743
ABGSHIP,0.0002,0.0116,0.8925,0.1917,,0.0896,0.117,0.3832
M50,0.0,0.0237,0.2875,0.1545,,0.6244,0.1196,0.4779
BANSWRAS,0.006,0.0092,0.1448,0.9561,,0.131,0.4072,0.3289
ALBK,0.0,0.0,0.0,0.2688,,0.4928,0.4729,0.5494
AUTOAXLES,0.1935,0.7525,0.084,0.8625,,0.081,0.7027,0.0735
ROLTA,0.0,0.0606,0.0087,0.0702,,0.3294,0.8799,0.1943
GUFICBIO,0.0038,0.0,0.0174,0.7322,,0.1981,0.1627,0.4032
AKZOINDIA,0.0004,0.1892,0.0017,0.1169,,0.2439,0.7884,0.2471
SOMANYCERA,0.0008,0.1019,0.0865,0.1688,,0.1788,0.5552,0.2092
ASHAPURMIN,0.0001,0.0458,0.6627,0.0175,,0.1299,0.1808,0.5944
NIPPOBATRY,0.0441,0.0039,0.0107,0.6236,,0.1592,0.5994,0.115
APLLTD,0.0,0.3801,0.7619,0.0749,,0.1446,0.1273,0.4979
JAIBALAJI,0.1174,0.1824,0.0557,0.6438,,0.0596,0.5673,0.6864
WINDMACHIN,0.0108,0.0247,0.0009,0.776,,0.1615,0.16,0.8897
HGS,0.0047,0.0009,0.013,0.1419,,0.1787,0.5339,0.418
RAMANEWS,0.0609,0.0451,0.0119,0.3748,,0.076,0.0383,0.4907
NMDC,0.0,0.8635,0.3503,0.001,,0.2184,0.5592,0.594
KICL,0.0,0.1015,0.6142,0.4128,,0.1576,0.7479,0.8084
ESCORTS,0.0,0.0014,0.0037,0.9318,,0.3534,0.575,0.0047
HSIL,0.0,0.0542,0.1467,0.7981,,0.172,0.7922,0.7745
ARIES,0.0013,0.0014,0.0,0.5526,,0.2891,0.6383,0.1958
ZENSARTECH,0.0,0.9195,0.6233,0.8367,,0.2042,0.0533,0.4483
MURUDCERA,0.0001,0.0001,0.0115,0.7446,,0.2316,0.6884,0.7783
KPRMILL,0.0,0.001,0.0032,0.7951,,0.361,0.0097,0.3827
SHIRPUR-G,0.0245,0.0888,0.0204,0.3144,,0.1389,0.6132,0.2084
PANAMAPET,0.0005,0.0755,0.9943,0.2751,,0.1186,0.447,0.387
HINDUNILVR,0.0,0.9642,0.2204,0.8135,,0.1151,0.3552,0.9989
JYOTHYLAB,0.0,0.4464,0.5838,0.2549,,0.15,0.2224,0.486
REDINGTON,0.0166,0.0088,0.1384,0.3147,,0.1227,0.6544,0.2262
SICAL,0.0,0.0717,0.0109,0.291,,0.2404,0.9857,0.865
UNIENTER,0.0004,0.0001,0.0015,0.3982,,0.2102,0.3938,0.5882
WELCORP,0.0,0.0126,0.0006,0.0357,,0.2918,0.3573,0.5271
EON,0.0003,0.0,0.0551,0.6811,,0.1643,0.3781,0.4326
MFSL,0.0,0.7446,0.6746,0.1151,,0.189,0.2104,0.9228
VIJAYABANK,0.0,0.8663,0.0005,0.0877,,0.3634,0.2448,0.0859
USHAMART,0.001,0.0164,0.0225,0.0679,,0.146,0.0787,0.4997
YESBANK,0.0,0.0001,0.7562,0.557,,0.4998,0.1427,0.533
CHROMATIC,0.0039,0.8321,0.4735,0.5247,,0.0522,0.6724,0.4088
ONELIFECAP,0.0117,0.0441,0.1303,0.3231,,0.0712,0.5196,0.4915
JISLDVREQS,0.0,0.0039,0.1223,0.5588,,0.2725,0.9447,0.2125
HINDALCO,0.0,0.9047,0.1557,0.0,,0.3726,0.6586,0.9336
BEDMUTHA,0.1426,0.0008,0.0151,0.1401,,0.119,0.9838,0.3258
GSKCONS,0.0152,0.398,0.2827,0.671,,0.0471,0.3261,0.2247
IBULISL,0.002,0.0018,0.0012,0.8187,,0.158,0.6241,0.2051
HINDOILEXP,0.0,0.0,0.0008,0.009,,0.3349,0.7398,0.8378
TAJGVK,0.002,0.012,0.042,0.6266,,0.1699,0.7161,0.2935
BIRLACORPN,0.0,0.0752,0.0608,0.884,,0.1774,0.7319,0.2181
JINDALSTEL,0.0006,0.1017,0.0015,0.0052,,0.2167,0.9825,0.8464
SUNDRMBRAK,0.0001,0.0005,0.0021,0.0649,,0.256,0.5925,0.8696
CARERATING,0.0,0.0225,0.7817,0.7591,,0.1031,0.7952,0.0892
PATELENG,0.0,0.0002,0.0,0.849,,0.4493,0.862,0.0068
TCI,0.0,0.0002,0.6237,0.0464,,0.3388,0.7148,0.5409
PENIND,0.0,0.0,0.0002,0.7213,,0.3427,0.9745,0.16
SINTEX,0.0,0.7426,0.0077,0.5801,,0.397,0.4004,0.5447
ONGC,0.0,0.8034,0.0912,0.0,,0.3926,0.8801,0.3929
INDORAMA,0.0044,0.0818,0.0265,0.4029,,0.1186,0.2569,0.8021
IDBI,0.0,0.3071,0.0,0.9934,,0.4474,0.0772,0.2049
VINATIORGA,0.0005,0.051,0.0168,0.3587,,0.1663,0.9381,0.9541
HATHWAY,0.0004,0.4183,0.7784,0.8032,,0.0925,0.2354,0.95
ATLASCYCLE,0.0,0.0058,0.0759,0.348,,0.2265,0.9578,0.4452
ASHIMASYN,0.0753,0.0095,0.0026,0.5252,,0.0896,0.3705,0.2774
BSL,0.0002,0.0362,0.072,0.2356,,0.1584,0.097,0.8609
RUPA,0.0009,0.5233,0.9548,0.7873,,0.1194,0.4194,0.1362
REFEX,0.0479,0.8068,0.0345,0.9987,,0.0256,0.6513,0.259
MOHITIND,0.0002,0.5011,0.1088,0.3414,,0.1221,0.3585,0.3744
ALICON,0.0,0.1358,0.0512,0.961,,0.2356,0.4341,0.25
MANGALAM,0.6304,0.1922,0.0509,0.7198,,0.0563,0.0024,0.0929
BHARATFIN,0.0,0.8724,0.1873,0.0749,,0.3165,0.3087,0.8298
PFIZER,0.0004,0.1344,0.3176,0.9601,,0.1854,0.7106,0.0573
SHRIRAMEPC,0.0,0.0494,0.0739,0.9626,,0.2464,0.7409,0.5551
RANASUG,0.0099,0.0023,0.1189,0.5718,,0.0821,0.5472,0.4029
INFRABEES,0.0,0.7968,0.1408,0.0704,,0.2741,0.5856,0.9807
SUVEN,0.0,0.1891,0.132,0.119,,0.2314,0.4342,0.4042
BAYERCROP,0.199,0.3455,0.346,0.8321,,0.0411,0.7403,0.2085
JAMNAAUTO,0.0026,0.033,0.3885,0.5152,,0.093,0.87,0.9458
TNPETRO,0.0124,0.0,0.3351,0.0115,,0.1628,0.4192,0.1561
BRIGADE,0.0006,0.0111,0.0309,0.5253,,0.2009,1.0,0.2415
DBCORP,0.0923,0.532,0.393,0.004,,0.0998,0.2425,0.0972
TGBHOTELS,0.0018,0.0413,0.1397,0.1453,,0.1078,0.1183,0.6803
AFL,0.0058,0.0003,0.0002,0.4767,,0.1715,0.8748,0.1781
DHAMPURSUG,0.0062,0.0008,0.0015,0.0497,,0.1504,0.1689,0.152
PFOCUS,0.004,0.0125,0.2164,0.4483,,0.0778,0.6763,0.3932
ALOKTEXT,0.0016,0.0072,0.0002,0.6609,,0.2913,0.3307,0.0214
LOVABLE,0.0,0.0001,0.0014,0.6469,,0.3786,0.2183,0.5252
TORNTPOWER,0.0001,0.0395,0.001,0.1893,,0.2946,0.4668,0.0805
ENIL,0.0003,0.1457,0.7861,0.4706,,0.1077,0.3773,0.5657
DHANBANK,0.0016,0.0223,0.003,0.0918,,0.1896,0.0917,0.8057
ELECON,0.0,0.0005,0.0005,0.0522,,0.3392,0.3666,0.6171
PATINTLOG,0.0,0.0,0.0222,0.5197,,0.3112,0.4834,0.402
NITESHEST,0.0549,0.0401,0.0113,0.8341,,0.1494,0.522,0.0752
ARSHIYA,0.0025,0.0002,0.0014,0.2694,,0.217,0.1397,0.4892
PEL,0.0,0.45,0.067,0.5746,,0.1095,0.3589,0.9751
ANANTRAJ,0.0003,0.003,0.0,0.7245,,0.4351,0.8533,0.1815
PUNJABCHEM,0.0,0.0015,0.161,0.9157,,0.2741,0.5837,0.0217
SASTASUNDR,0.0,0.0091,0.0674,0.3098,,0.2167,0.7331,0.5517
IFCI,0.0,0.6034,0.0,0.6036,,0.4624,0.7897,0.6805
ANDHRACEMT,0.55,0.0291,0.0027,0.6755,,0.0646,0.6207,0.8405
ESSDEE,0.0011,0.0,0.0001,0.0036,,0.2642,0.9939,0.8686
JAYAGROGN,0.0,0.0135,0.9655,0.2103,,0.1088,0.8757,0.0102
GMRINFRA,0.0003,0.3719,0.0,0.052,,0.3883,0.2672,0.8801
TCIDEVELOP,0.0015,0.0589,0.4869,0.1322,,0.0811,0.6166,0.5007
WALCHANNAG,0.0,0.0006,0.0041,0.1492,,0.299,0.9959,0.6601
PSB,0.0,0.5174,0.0,0.1517,,0.4092,0.4627,0.4816
SMSPHARMA,0.0582,0.2894,0.4186,0.3374,,0.0179,0.8306,0.311
BALAMINES,0.0014,0.0243,0.0025,0.8411,,0.1666,0.069,0.6702
MUKANDENGG,0.0,0.0,0.0002,0.1235,,0.3055,0.8694,0.6968
JETAIRWAYS,0.0,0.1901,0.0241,0.0035,,0.2646,0.3238,0.8984
GAIL,0.0,0.2916,0.9244,0.0002,,0.3233,0.5365,0.088
GABRIEL,0.0,0.0009,0.0501,0.7745,,0.2926,0.6609,0.4521
SOTL,0.0002,0.0128,0.0858,0.3659,,0.1762,0.6475,0.599
KOTHARIPRO,0.0214,0.1976,0.0282,0.7891,,0.0888,0.1864,0.9159
ROHITFERRO,0.0229,0.001,0.0196,0.4803,,0.1098,0.9201,0.7746
SRF,0.0,0.0295,0.0608,0.8162,,0.3692,0.1664,0.3022
PRESSMN,0.0,0.0,0.006,0.3472,,0.2475,0.372,0.0606
ANDHRSUGAR,0.0071,0.0072,0.0116,0.1391,,0.1258,0.3287,0.5444
TEXRAIL,0.0,0.0439,0.1055,0.011,,0.2557,0.85,0.9946
WENDT,0.0,0.0648,0.0539,0.746,,0.2843,0.8493,0.0467
BPL,0.0,0.0,0.0,0.52,,0.3772,0.833,0.2221
ANDHRABANK,0.0,0.0001,0.0,0.6823,,0.6233,0.5665,0.4624
NRBBEARING,0.0001,0.8891,0.5074,0.2515,,0.1386,0.6166,0.7465
RTNPOWER,0.1379,0.0042,0.0,0.0018,,0.2737,0.3992,0.2101
KAMATHOTEL,0.0723,0.4822,0.8317,0.7542,,0.0268,0.6787,0.3363
IPAPPM,0.0,0.0133,0.2392,0.7462,,0.2514,0.8354,0.4572
MOTHERSUMI,0.0,0.7698,0.2358,0.7632,,0.1435,0.6736,0.7218
NIFTYBEES,0.0,0.0,0.0019,0.219,,0.9056,0.0018,0.3688
EKC,0.0,0.0,0.0052,0.2541,,0.2739,0.5373,0.0847
CCL,0.0001,0.0031,0.1613,0.0044,,0.2215,0.8479,0.4656
ATFL,0.0398,0.2904,0.0236,0.5364,,0.1083,0.9101,0.3689
GINNIFILA,0.0,0.0019,0.2006,0.3475,,0.158,0.2134,0.5225
IGPL,0.0,0.0,0.0065,0.0009,,0.2538,0.0611,0.7245
LT,0.0,0.0421,0.7801,0.3242,,0.4578,0.7978,0.5902
TEXINFRA,0.0,0.0062,0.0304,0.5708,,0.37,0.8743,0.9872
VTL,0.0073,0.1171,0.0099,0.0774,,0.1432,0.1041,0.8051
IOB,0.0037,0.0011,0.0,0.32,,0.4393,0.247,0.0511
COSMOFILMS,0.0013,0.001,0.0041,0.8853,,0.219,0.0266,0.3004
CCCL,0.1777,0.2802,0.1701,0.8037,,0.0272,0.5783,0.8722
GITANJALI,0.0,0.0013,0.012,0.1468,,0.2628,0.6396,0.6789
WEIZMANIND,0.276,0.9395,0.116,0.1943,,0.0728,0.0583,0.102
CINEVISTA,0.08,0.0508,0.3412,0.8063,,0.0286,0.4526,0.7211
PHILIPCARB,0.0,0.0,0.0363,0.7137,,0.2846,0.6555,0.259
RUBYMILLS,0.1599,0.2284,0.0357,0.5388,,0.1096,0.3631,0.0491
CERA,0.0,0.2823,0.9743,0.2273,,0.1545,0.7451,0.6426
TARAPUR,0.0166,0.0596,0.141,0.7292,,0.0626,0.7611,0.5722
CONSOFINVT,0.0058,0.0001,0.0052,0.1924,,0.1794,0.3089,0.7337
GSPL,0.0389,0.6528,0.6799,0.0436,,0.0544,0.5575,0.5614
AIAENG,0.0029,0.9273,0.091,0.0015,,0.1247,0.6399,0.7028
JUBLFOOD,0.0,0.9364,0.1254,0.1216,,0.2462,0.7304,0.1878
PRECWIRE,0.0001,0.0006,0.0261,0.8292,,0.2062,0.5711,0.7415
PIDILITIND,0.0,0.8217,0.7926,0.3533,,0.1795,0.7829,0.05
CENTEXT,0.4238,0.0753,0.002,0.0171,,0.0658,0.24,0.313
CEATLTD,0.0,0.0019,0.1006,0.1308,,0.279,0.7856,0.738
JUNIORBEES,0.0,0.9806,0.334,0.0882,,0.6246,0.1397,0.5006
SYNCOM,0.051,0.0001,0.0014,0.7511,,0.1216,0.5892,0.1873
VISAKAIND,0.0,0.0,0.0002,0.4298,,0.3961,0.8394,0.412
RELIANCE,0.0,0.878,0.0073,0.0002,,0.4991,0.0479,0.2299
SADBHAV,0.0128,0.1428,0.2143,0.2041,,0.1575,0.564,0.0207
GHCL,0.0019,0.0148,0.0022,0.1084,,0.2112,0.2458,0.4018
CARBORUNIV,0.1677,0.2051,0.2191,0.0122,,0.0681,0.5143,0.3295
TCS,0.0,0.1393,0.0,0.5602,,0.2318,0.7295,0.9165
HINDCOMPOS,0.0018,0.1573,0.4431,0.6607,,0.0549,0.7919,0.1203
MSPL,0.0706,0.0166,0.0001,0.5618,,0.1362,0.9119,0.6533
BPCL,0.0,0.5755,0.743,0.0003,,0.2866,0.17,0.7858
GPIL,0.0,0.0002,0.0,0.0709,,0.3083,0.1502,0.9324
HINDUJAVEN,0.0003,0.0313,0.0315,0.9034,,0.1566,0.2271,0.6968
INDIANB,0.0,0.5353,0.1304,0.3098,,0.2449,0.3368,0.9575
COX&KINGS,0.0001,0.044,0.3697,0.0115,,0.1552,0.9903,0.9121
ULTRACEMCO,0.0,0.953,0.9546,0.1238,,0.3835,0.4814,0.8868
EIHAHOTELS,0.0039,0.2424,0.0578,0.2852,,0.1016,0.4348,0.5641
M&MFIN,0.0001,0.4092,0.0269,0.6669,,0.1883,0.5891,0.8699
EIHOTEL,0.0003,0.8955,0.5632,0.6735,,0.0548,0.5091,0.3567
VICEROY,0.0,0.0002,0.0011,0.1362,,0.258,0.5555,0.4862
FORTIS,0.0,0.5622,0.081,0.0094,,0.2867,0.181,0.7814
SUDARSCHEM,0.0,0.0086,0.007,0.4622,,0.2882,0.8574,0.7376
IIFL,0.0002,0.4181,0.2829,0.0224,,0.1328,0.3002,0.6857
TANLA,0.0013,0.0,0.0004,0.5022,,0.2249,0.1027,0.7995
OILCOUNTUB,0.0005,0.0004,0.0023,0.8449,,0.1627,0.9158,0.0559
SHEMAROO,0.0,0.6338,0.707,0.9124,,0.1518,0.1317,0.4953
SRHHYPOLTD,0.0007,0.0003,0.2072,0.8037,,0.1157,0.5488,0.269
MARUTI,0.0,0.2764,0.7861,0.026,,0.3306,0.0255,0.3546
M100,0.0,0.1368,0.0105,0.1245,,0.561,0.3679,0.0089
THOMASCOOK,0.0,0.3364,0.818,0.9018,,0.1808,0.3081,0.966
MARICO,0.0562,0.5275,0.4472,0.8004,,0.0396,0.9153,0.1185
MCDHOLDING,0.0145,0.0001,0.0053,0.1095,,0.1555,0.8861,0.9762
ASAHIINDIA,0.0,0.6557,0.6346,0.1249,,0.2216,0.339,0.6726
SREINFRA,0.0,0.0297,0.0023,0.0687,,0.3444,0.2702,0.7815
TALWALKARS,0.0,0.0073,0.1076,0.2665,,0.317,0.8499,0.8882
HTMEDIA,0.0542,0.0388,0.2513,0.32,,0.0463,0.4585,0.8774
