,Adj-r_sq,F-statistics,HML %,P(F-value),Rm-Rf %,SMB %,Symbol,WML %,const,high-low
817,0.0615,17.1226,0.0228,0.0,0.0,0.0128,ASTRAZEN,0.4211,0.8637,0.6246
818,0.2936,99.7629,0.0,0.0,0.0,0.0,MIRZAINT,0.0605,0.1705,0.8273
819,0.3021,107.4676,0.0,0.0,0.0,0.0,SURYAROSNI,0.3356,0.1562,0.1827
820,0.1,13.1124,0.1745,0.0,0.0005,0.0,ADROITINFO,0.6834,0.7587,0.9944
821,0.0695,18.4564,0.016,0.0,0.0,0.0,SUNDARAM,0.3314,0.454,0.9414
822,0.0154,3.261,0.2445,0.0064,0.0019,0.3861,AUSOMENT,0.2713,0.1453,0.8184
823,0.1096,31.2453,0.0064,0.0,0.0,0.0,VESUVIUS,0.6115,0.0156,0.0523
824,0.3712,146.2071,0.0,0.0,0.0,0.0004,VEDL,0.0005,0.2525,0.2967
825,0.1621,45.4657,0.0,0.0,0.0,0.0,PRAENG,0.0924,0.5014,0.0176
826,0.1103,29.284,0.002,0.0,0.0,0.0,HITECHCORP,0.0446,0.3847,0.4541
827,0.2603,87.563,0.0004,0.0,0.0,0.004,EXIDEIND,0.4431,0.4378,0.6359
828,0.1258,28.4779,0.0258,0.0,0.0,0.0,STARPAPER,0.6465,0.011,0.4934
829,0.0977,27.6405,0.1296,0.0,0.0,0.0,KSCL,0.1062,0.9101,0.0158
830,0.0704,17.408,0.0018,0.0,0.0,0.0,WEIZFOREX,0.2377,0.0237,0.5287
831,0.1535,24.5675,0.1318,0.0,0.0,0.0001,UFO,0.6829,0.6624,0.2712
832,0.1011,26.116,0.0106,0.0,0.0,0.0,BEPL,0.0271,0.0545,0.2204
833,0.1747,24.1948,0.1625,0.0,0.0,0.0,ARVSMART,0.2227,0.0272,0.848
834,0.5583,191.0861,0.0243,0.0,0.0,0.0,KOTAKBKETF,0.3983,0.0173,0.1649
835,0.1506,44.6166,0.3509,0.0,0.0,0.0,FINCABLES,0.5025,0.0003,0.3952
836,0.4159,176.1584,0.0,0.0,0.0,0.0,BGRENERGY,0.0,0.5018,0.6486
837,0.0411,5.4357,0.1972,0.0001,0.0858,0.0013,AGRITECH,0.1817,0.0185,0.4381
838,0.0762,21.3056,0.0464,0.0,0.0,0.0,TECHNO,0.0934,0.2232,0.6076
839,0.0301,5.1314,0.4413,0.0001,0.0081,0.0012,ORTEL,0.4305,0.083,0.5237
840,0.1363,39.1251,0.0,0.0,0.0,0.0,RAJSREESUG,0.7014,0.9392,0.9361
841,0.2834,98.3094,0.0,0.0,0.0,0.0,APTECHT,0.5993,0.2024,0.2209
842,0.1007,27.3928,0.0011,0.0,0.0,0.0,NOIDATOLL,0.2666,0.5528,0.4066
843,0.1617,23.5319,0.0095,0.0,0.0,0.0,AYMSYNTEX,0.7518,0.2563,0.8803
844,0.0398,9.4579,0.0336,0.0,0.0007,0.0627,LYPSAGEMS,0.8055,0.3259,0.8257
845,0.0954,26.9297,0.943,0.0,0.0,0.4267,GRASIM,0.4258,0.7424,0.0358
846,0.0852,23.9187,0.1373,0.0,0.0,0.0,SUNTECK,0.9521,0.9021,0.926
847,0.5176,264.9432,0.0,0.0,0.0,0.0,UCOBANK,0.0,0.5061,0.3302
848,0.0848,22.9954,0.0011,0.0,0.0,0.0,PDPL,0.5217,0.3493,0.5274
849,0.2115,66.9824,0.0,0.0,0.0,0.0002,KOTAKBANK,0.1963,0.1797,0.9556
850,0.1388,38.8619,0.001,0.0,0.0,0.0,SATHAISPAT,0.0312,0.906,0.3604
851,0.1099,31.3849,0.0198,0.0,0.0,0.0,DICIND,0.728,0.3314,0.6465
852,0.0217,6.1377,0.0693,0.0,0.002,0.0044,RAJTV,0.1753,0.7645,0.1671
853,0.2842,97.8046,0.0,0.0,0.0,0.0001,TV18BRDCST,0.1556,0.4337,0.7417
854,-0.0015,0.6142,0.8051,0.6891,0.2941,0.2126,DPL,0.8455,0.0,0.8167
855,0.0572,10.417,0.3237,0.0,0.0,0.0088,PDSMFL,0.6265,0.0778,0.2052
856,0.1273,36.8983,0.3412,0.0,0.0,0.0,ASHOKA,0.1938,0.5523,0.3388
857,0.1516,44.9571,0.0019,0.0,0.0,0.0,MAHSEAMLES,0.808,0.4426,0.3239
858,0.183,54.965,0.0,0.0,0.0,0.0,BHARATGEAR,0.4236,0.2311,0.6554
859,0.1652,44.0246,0.0203,0.0,0.0,0.0,ORIENTCEM,0.0236,0.0914,0.3865
860,0.1925,58.3924,0.0001,0.0,0.0,0.0,MOTILALOFS,0.3542,0.0015,0.2685
861,0.2282,73.723,0.0001,0.0,0.0,0.0,GMDCLTD,0.0001,0.9489,0.4559
862,0.0433,9.8535,0.0419,0.0,0.0002,0.0002,WEBELSOLAR,0.3771,0.0915,0.959
863,0.0463,6.1034,0.5911,0.0,0.0019,0.2028,INDIGO,0.6653,0.6502,0.6665
864,0.1818,55.6445,0.0,0.0,0.0,0.0,INSECTICID,0.0217,0.6238,0.1307
865,0.2037,63.918,0.0,0.0,0.0,0.0,FSL,0.0077,0.2753,0.2811
866,0.3453,130.759,0.1196,0.0,0.0,0.116,TATAMTRDVR,0.0723,0.6224,0.0884
867,0.0071,2.4829,0.1285,0.0302,0.18,0.0346,NUTEK,0.9293,0.2228,0.621
868,0.3062,109.5484,0.0,0.0,0.0,0.0,KOLTEPATIL,0.0,0.1844,0.0705
869,0.0615,9.4164,0.1126,0.0,0.095,0.0002,PNCINFRA,0.9726,0.9321,0.0257
870,0.1207,30.314,0.0,0.0,0.0,0.0,PIONEEREMB,0.2324,0.108,0.4144
871,0.2297,74.3475,0.0,0.0,0.0,0.0,DOLPHINOFF,0.4778,0.8142,0.004
872,0.1838,30.6716,0.0976,0.0,0.0,0.0,VETO,0.0033,0.2475,0.4341
873,0.0675,9.0376,0.6205,0.0,0.0001,0.9193,PENPEBS,0.1076,0.368,0.814
874,0.1574,46.9674,0.1006,0.0,0.0,0.1531,PRESTIGE,0.3456,0.4326,0.0405
875,0.1135,32.4904,0.0,0.0,0.0,0.0,INFINITE,0.3569,0.4252,0.2853
876,0.2067,65.1065,0.0002,0.0,0.0,0.0,INOXLEISUR,0.0044,0.0716,0.9654
877,0.1865,51.7014,0.0,0.0,0.0,0.0,VINDHYATEL,0.8464,0.1335,0.0317
878,0.5344,283.3307,0.0,0.0,0.0,0.0,UNIONBANK,0.0,0.8675,0.3985
879,0.167,27.5129,0.1437,0.0,0.0,0.0,VISHNU,0.9035,0.4389,0.0146
880,0.0795,18.7245,0.6598,0.0,0.0,0.0002,REVATHI,0.1013,0.2616,0.7768
881,0.1977,35.2103,0.4834,0.0,0.0,0.0001,GANECOS,0.6269,0.1773,0.6106
882,0.1111,29.4395,0.0001,0.0,0.0,0.0,ASTEC,0.4164,0.0171,0.7345
883,0.0686,17.9042,0.0003,0.0,0.0001,0.0,AMJLAND,0.3131,0.4148,0.7349
884,0.059,13.0013,0.046,0.0,0.0001,0.0,KAUSHALYA,0.258,0.6088,0.6866
885,0.1489,37.6101,0.0859,0.0,0.0,0.0,ATULAUTO,0.0803,0.5806,0.7634
886,0.1209,34.835,0.0001,0.0,0.0,0.0,GRAVITA,0.4272,0.7855,0.5665
887,0.13,37.751,0.0,0.0,0.0,0.0,SJVN,0.0098,0.1127,0.5644
888,0.0704,19.6348,0.4625,0.0,0.0,0.0032,TORNTPHARM,0.0894,0.345,0.1431
889,0.1309,31.9374,0.0,0.0,0.0,0.0,INDLMETER,0.8908,0.2808,0.6061
890,0.0954,26.9383,0.578,0.0,0.0,0.0006,CHOLAFIN,0.6407,0.008,0.6288
891,0.0403,9.8707,0.0055,0.0,0.2537,0.0,PRAKASHCON,0.0045,0.3609,0.2411
892,0.1756,53.4135,0.0084,0.0,0.0,0.0,ATUL,0.7274,0.018,0.2829
893,0.0748,20.8979,0.1021,0.0,0.0,0.0001,APCOTEXIND,0.3248,0.4606,0.3248
894,0.1067,27.5786,0.1667,0.0,0.0,0.0,SHIVAMAUTO,0.2114,0.789,0.9849
895,0.1024,27.1099,0.0001,0.0,0.0,0.0,SEAMECLTD,0.9146,0.2355,0.4485
896,0.107,29.5966,0.002,0.0,0.0,0.0,RANEHOLDIN,0.0594,0.0057,0.3037
897,0.1272,21.5198,0.0413,0.0,0.0,0.0,MOLDTKPAC,0.9983,0.7198,0.4791
898,0.0743,19.9289,0.0029,0.0,0.0,0.0002,MANAKSIA,0.1698,0.6065,0.442
899,0.1962,32.4811,0.0384,0.0,0.0,0.0,ARROWGREEN,0.2992,0.75,0.1236
900,0.1975,57.1608,0.0,0.0,0.0,0.0,BAGFILMS,0.0019,0.6576,0.8966
901,0.1328,36.3452,0.0,0.0,0.0,0.0,DWARKESH,0.5444,0.2767,0.7038
902,0.2014,58.9413,0.0,0.0,0.0,0.0,BINDALAGRO,0.0055,0.7071,0.1363
903,0.1851,30.8035,0.0485,0.0,0.0,0.0245,MEP,0.1952,0.735,0.982
904,0.0967,27.3299,0.0175,0.0,0.0,0.2324,ASIANPAINT,0.876,0.9156,0.3427
905,0.0656,18.2682,0.2794,0.0,0.0,0.0,GODFRYPHLP,0.7463,0.6633,0.0607
906,0.1642,49.3247,0.0002,0.0,0.0,0.0,MANINFRA,0.9741,0.8139,0.6579
907,0.2226,69.0404,0.0,0.0,0.0,0.0,BROOKS,0.9752,0.2325,0.0835
908,0.213,67.5912,0.0,0.0,0.0,0.0,EIDPARRY,0.3971,0.3297,0.8479
909,0.1647,49.5052,0.0573,0.0,0.0,0.0,GEPIL,0.1194,0.2008,0.5953
910,0.2365,75.5882,0.0019,0.0,0.0,0.0,EDELWEISS,0.1098,0.0295,0.4695
911,0.3586,138.5545,0.0,0.0,0.0,0.0,NOCIL,0.0152,0.0436,0.2544
912,0.2783,95.8633,0.0,0.0,0.0,0.0,HCL-INSYS,0.4332,0.8759,0.0973
913,0.1047,28.5157,0.0,0.0,0.0,0.0,ORIENTABRA,0.658,0.1101,0.4507
914,0.2741,93.9076,0.0,0.0,0.0,0.0,JKPAPER,0.8393,0.2185,0.9918
915,0.0386,8.0139,0.0925,0.0,0.0133,0.0001,PARACABLES,0.0156,0.0226,0.4682
916,-0.0,0.9952,0.6994,0.4193,0.7026,0.7609,ICICIGOLD,0.1101,0.5022,0.4263
917,0.0483,11.7033,0.1619,0.0,0.0031,0.0014,INDTERRAIN,0.1682,0.1461,0.0267
918,0.0091,2.2061,0.3427,0.0521,0.0959,0.6176,RELDIVOPP,0.747,0.3675,0.8754
919,0.1056,30.0167,0.0118,0.0,0.0,0.0,SHILPAMED,0.36,0.4426,0.116
920,0.0958,12.8845,0.1346,0.0,0.0004,0.0034,SADBHIN,0.2841,0.566,0.0417
921,0.3173,115.3518,0.0,0.0,0.0,0.0,SOUTHBANK,0.2998,0.9779,0.4616
922,0.1564,43.4826,0.0,0.0,0.0,0.0,XPROINDIA,0.0044,0.4149,0.4709
923,0.0208,5.2053,0.4699,0.0001,0.0434,0.002,UNITEDTEA,0.1229,0.2862,0.2518
924,0.2577,85.6453,0.0,0.0,0.0,0.0,RAMCOIND,0.6747,0.2998,0.4616
925,0.1942,60.2716,0.0,0.0,0.0,0.0,ANSALHSG,0.1436,0.6528,0.9192
926,0.0519,14.459,0.4263,0.0,0.0,0.0,HIKAL,0.1674,0.9682,0.6831
927,0.1369,40.0158,0.0051,0.0,0.0,0.0,ZEELEARN,0.0335,0.5898,0.0006
928,0.0776,20.3647,0.1599,0.0,0.0,0.2127,PGIL,0.888,0.3817,0.4564
929,0.1915,59.2844,0.0325,0.0,0.0,0.0,BHARTIARTL,0.0063,0.0827,0.0741
930,0.0736,18.7732,0.0,0.0,0.0,0.0,SAKSOFT,0.9148,0.1574,0.5716
931,0.05,11.8317,0.0003,0.0,0.0037,0.0199,LPDC,0.0003,0.4916,0.3766
932,0.0681,18.9647,0.0043,0.0,0.0,0.0008,LAOPALA,0.0096,0.1408,0.0376
933,0.032,9.0676,0.0235,0.0,0.0019,0.0001,IMPAL,0.4856,0.1145,0.6128
934,0.1843,55.5585,0.0055,0.0,0.0,0.0,GOACARBON,0.7125,0.0779,0.5652
935,0.2109,65.9328,0.0,0.0,0.0,0.0,HITECHGEAR,0.1269,0.1142,0.0471
936,0.045,9.9162,0.0477,0.0,0.0266,0.0,ELECTHERM,0.5155,0.1233,0.0823
937,0.3102,111.6155,0.0,0.0,0.0,0.0104,DCBBANK,0.2288,0.1197,0.0664
938,0.0874,24.5604,0.1083,0.0,0.0,0.0,SUPRAJIT,0.8379,0.003,0.8669
939,0.1391,39.8695,0.0,0.0,0.0,0.0,SURYALAXMI,0.5425,0.6248,0.2753
940,0.1038,26.8176,0.0,0.0,0.0,0.0,TRIL,0.6096,0.777,0.3077
941,0.1472,40.5237,0.0,0.0,0.0,0.0,MIRCELECTR,0.0158,0.0643,0.5494
942,0.1299,37.3905,0.0211,0.0,0.0,0.0,SHAKTIPUMP,0.0018,0.0328,0.9035
943,0.2736,92.4551,0.0,0.0,0.0,0.0,HARRMALAYA,0.0067,0.5786,0.3762
944,0.2024,59.1269,0.0,0.0,0.0,0.0,ISMTLTD,0.058,0.9259,0.0476
945,0.3332,123.904,0.0259,0.0,0.0,0.8498,TATAPOWER,0.0158,0.9292,0.8597
946,0.0689,15.5635,0.0,0.0,0.0014,0.0009,CANDC,0.2439,0.5652,0.6883
947,0.2203,69.8892,0.0011,0.0,0.0,0.0,SRIPIPES,0.0499,0.0211,0.3786
948,0.0291,5.0448,0.6476,0.0002,0.0044,0.0569,REMSONSIND,0.3206,0.0869,0.3872
949,0.2356,76.8223,0.0,0.0,0.0,0.0,MANINDS,0.0197,0.7649,0.6936
950,0.1611,44.4731,0.0,0.0,0.0,0.0,GILLANDERS,0.2598,0.9904,0.5746
951,0.0004,1.0774,0.8285,0.3712,0.0923,0.9546,SHARIABEES,0.4326,0.1179,0.8571
952,0.2352,72.7789,0.0,0.0,0.0,0.0,UCALFUEL,0.338,0.2437,0.7248
953,0.0562,15.6473,0.3647,0.0,0.0,0.6723,GRUH,0.305,0.2173,0.9181
954,0.2513,75.4381,0.0,0.0,0.0,0.0,A2ZINFRA,0.0001,0.7578,0.6314
955,0.2633,88.1515,0.0038,0.0,0.0,0.0,HEIDELBERG,0.1246,0.3211,0.8086
956,0.0662,16.9122,0.0042,0.0,0.0,0.0254,VMART,0.2144,0.0097,0.3232
957,0.242,79.5484,0.0,0.0,0.0,0.0804,CESC,0.3731,0.0736,0.1505
958,0.0225,5.2338,0.5998,0.0001,0.0008,0.0087,CELEBRITY,0.8684,0.225,0.5286
959,0.1389,40.6745,0.0,0.0,0.0,0.0,SMARTLINK,0.1359,0.6531,0.5511
960,0.2099,66.3447,0.0,0.0,0.0,0.0,TIRUMALCHM,0.921,0.0103,0.9127
961,0.1593,47.6009,0.0001,0.0,0.0,0.0,RUCHISOYA,0.0667,0.255,0.1024
962,0.0814,22.7868,0.0002,0.0,0.0,0.0001,MANGCHEFER,0.6656,0.2324,0.4377
963,0.226,72.8135,0.0367,0.0,0.0,0.0,TNPL,0.6511,0.0729,0.0489
964,0.2004,62.658,0.0,0.0,0.0,0.0,ONMOBILE,0.1079,0.9603,0.3658
965,0.1357,39.6322,0.0005,0.0,0.0,0.0,SUMEETINDS,0.1273,0.7658,0.1023
966,0.1521,38.0653,0.1962,0.0,0.0,0.0,FLFL,0.9601,0.2944,0.9028
967,0.1015,28.8037,0.0539,0.0,0.0,0.0002,KSBPUMPS,0.726,0.0315,0.0191
968,0.2258,66.163,0.0007,0.0,0.0,0.0,MARKSANS,0.1765,0.3223,0.2937
969,0.137,39.6725,0.0026,0.0,0.0,0.0,VARDMNPOLY,0.4217,0.6687,0.2538
970,0.0066,1.7337,0.0259,0.125,0.3372,0.0324,ORIENTALTL,0.6752,0.1325,0.8598
971,0.2049,63.0674,0.0002,0.0,0.0,0.0,GEOJITFSL,0.2502,0.0504,0.8272
972,0.1155,30.2734,0.0,0.0,0.0,0.0,MEGASOFT,0.1673,0.5395,0.5931
973,0.258,86.5273,0.0,0.0,0.0,0.2566,BAJAJ-AUTO,0.1256,0.3024,0.3288
974,0.5086,255.5971,0.0,0.0,0.0,0.0002,SYNDIBANK,0.0033,0.8641,0.7366
975,0.0004,1.0469,0.5886,0.389,0.3253,0.0474,THEMISMED,0.775,0.3523,0.8987
976,0.18,54.9932,0.0,0.0,0.0,0.0,ADFFOODS,0.3588,0.1981,0.1296
977,0.1484,43.8654,0.3678,0.0,0.0,0.0351,BRITANNIA,0.0,0.0002,0.2199
978,0.145,42.7069,0.0002,0.0,0.0,0.0,IMFA,0.0055,0.2468,0.6769
979,0.1913,56.7194,0.0001,0.0,0.0,0.0,KECL,0.8641,0.4073,0.7898
980,0.3021,107.4758,0.0026,0.0,0.0,0.0,CAPF,0.0038,0.2721,0.8613
981,0.1179,33.8674,0.0281,0.0,0.0,0.002,OFSS,0.0996,0.6495,0.0331
982,0.2255,65.7966,0.0,0.0,0.0,0.0,GENUSPOWER,0.0264,0.0199,0.9644
983,0.4131,174.1444,0.0,0.0,0.0,0.2775,DENABANK,0.0,0.0991,0.0214
984,0.1674,50.4661,0.0,0.0,0.0,0.0,SUNFLAG,0.0394,0.2594,0.2923
985,0.0799,12.0779,0.3163,0.0,0.0001,0.0029,TPLPLASTEH,0.1263,0.3335,0.8255
986,0.1364,34.0488,0.0,0.0,0.001,0.0,PBAINFRA,0.3996,0.6481,0.2472
987,0.1639,49.2135,0.0013,0.0,0.0,0.0,NUCLEUS,0.0001,0.1036,0.121
988,0.0702,19.5764,0.9992,0.0,0.0,0.0475,GPPL,0.4816,0.1504,0.2752
989,0.1976,59.2697,0.0074,0.0,0.0,0.0,SMLISUZU,0.7286,0.695,0.0276
990,0.2405,76.8276,0.0001,0.0,0.0,0.0,STCINDIA,0.0,0.4162,0.4768
991,0.3942,161.0587,0.0,0.0,0.0,0.0665,JSWENERGY,0.008,0.5187,0.4059
992,0.104,20.2217,0.212,0.0,0.0,0.0034,GULFOILLUB,0.0068,0.0796,0.5926
993,0.0295,5.0233,0.6088,0.0002,0.0011,0.923,SAMBHAAV,0.3941,0.0627,0.369
994,0.2438,80.3213,0.0002,0.0,0.0,0.0,DELTACORP,0.5437,0.2483,0.5705
995,0.1365,38.7018,0.0,0.0,0.0,0.0,JOCIL,0.056,0.7094,0.2756
996,0.0457,12.0157,0.0199,0.0,0.0,0.0,KAVVERITEL,0.6325,0.6475,0.093
997,0.0488,6.1002,0.9329,0.0,0.0013,0.033,ALKEM,0.1982,0.224,0.3554
998,0.1843,49.633,0.0,0.0,0.0,0.0,MOREPENLAB,0.2633,0.0699,0.444
999,0.1165,33.3996,0.0355,0.0,0.0,0.0,APLAPOLLO,0.6006,0.0015,0.7379
1000,0.0709,18.715,0.121,0.0,0.0,0.0,VIKASECO,0.4763,0.3982,0.1772
1001,0.2428,79.8798,0.0,0.0,0.0,0.0026,HEROMOTOCO,0.9832,0.111,0.0002
1002,0.3287,121.4685,0.0,0.0,0.0,0.0,ARVIND,0.0011,0.1029,0.5013
1003,0.3655,142.7314,0.0,0.0,0.0,0.0676,IRB,0.0,0.2718,0.9994
1004,0.1452,20.097,0.1284,0.0,0.0001,0.0,SHARDAMOTR,0.1052,0.27,0.1001
1005,0.1635,49.088,0.0,0.0,0.0,0.0,DCMSHRIRAM,0.0078,0.05,0.4172
1006,0.064,9.939,0.0462,0.0,0.0011,0.0004,FAIRCHEM,0.0438,0.5219,0.0517
1007,0.1719,52.0701,0.0,0.0,0.0,0.0,MARALOVER,0.7543,0.2412,0.2135
1008,0.1408,41.3153,0.0002,0.0,0.0,0.0,OCL,0.0915,0.0068,0.8229
1009,0.1451,42.7439,0.0,0.0,0.0,0.0002,M&M,0.0452,0.8156,0.1563
1010,0.1813,55.4597,0.0,0.0,0.0,0.0,HSCL,0.3829,0.1409,0.066
1011,0.1083,28.0942,0.0039,0.0,0.0,0.0,SKIL,0.3232,0.2937,0.7675
1012,0.1918,59.3917,0.0002,0.0,0.0,0.0,CHENNPETRO,0.7424,0.2942,0.5126
1013,0.0224,6.6305,0.7626,0.0,0.002,0.994,HDFCMFGETF,0.2358,0.2214,0.0179
1014,0.1455,42.8823,0.0122,0.0,0.0,0.3393,UBL,0.1412,0.6574,0.4441
1015,0.2308,74.8295,0.004,0.0,0.0,0.0,INEOSSTYRO,0.9978,0.8952,0.0163
1016,0.3103,111.6538,0.0,0.0,0.0,0.0,BAJAJHIND,0.0005,0.5894,0.8927
1017,0.1171,29.7085,0.0,0.0,0.0,0.0,CORDSCABLE,0.3062,0.1886,0.472
1018,0.068,14.3016,0.0011,0.0,0.0001,0.0,MRO-TEK,0.4847,0.0479,0.1131
1019,0.1172,32.5578,0.2803,0.0,0.0,0.0,CANFINHOME,0.3926,0.1492,0.2418
1020,0.0374,10.5533,0.0001,0.0,0.0,0.1988,INFY,0.5464,0.8017,0.0282
1021,0.2511,83.4671,0.0,0.0,0.0,0.0,SARDAEN,0.6919,0.211,0.3512
1022,0.0702,19.5679,0.3597,0.0,0.0,0.0,NIITTECH,0.2792,0.1632,0.6903
1023,0.1656,49.8197,0.0,0.0,0.0,0.0,ZUARIGLOB,0.0086,0.1987,0.074
1024,0.2442,80.4722,0.1682,0.0,0.0,0.0004,DHFL,0.283,0.2657,0.026
1025,0.2838,92.7757,0.0,0.0,0.0,0.0,AUTOIND,0.0741,0.9453,0.6224
1026,0.0019,1.4464,0.5346,0.2048,0.1192,0.5893,IVZINGOLD,0.3585,0.3738,0.2659
1027,0.2906,101.7891,0.0,0.0,0.0,0.0,MMTC,0.0,0.0513,0.733
1028,0.3608,138.6321,0.0,0.0,0.0,0.0,HCC,0.0002,0.5152,0.2452
1029,0.1975,35.652,0.0002,0.0,0.0,0.0,NATHBIOGEN,0.487,0.3283,0.846
1030,0.1131,29.2547,0.0,0.0,0.0,0.0,AROGRANITE,0.001,0.5305,0.7028
1031,0.2491,80.8978,0.0,0.0,0.0,0.0,ORISSAMINE,0.0,0.6018,0.7639
1032,0.0893,22.8038,0.0012,0.0,0.0,0.0,SKMEGGPROD,0.006,0.047,0.5563
1033,0.0246,5.3204,0.0334,0.0001,0.0121,0.011,CTE,0.6081,0.0062,0.9812
1034,0.1346,39.2457,0.0001,0.0,0.0,0.0,RPGLIFE,0.0124,0.2099,0.1307
1035,0.0385,6.7415,0.5643,0.0,0.0022,0.0436,LAMBODHARA,0.3357,0.7901,0.7142
1036,0.0867,24.3605,0.0616,0.0,0.0,0.0149,CONCOR,0.843,0.4883,0.1383
1037,0.0915,25.7727,0.7817,0.0,0.0,0.0001,SHRIRAMCIT,0.519,0.2779,0.0137
1038,0.1726,51.2399,0.1421,0.0,0.0,0.0001,DALMIABHA,0.6215,0.0014,0.0448
1039,0.1948,56.5607,0.0,0.0,0.0,0.0,INDSWFTLAB,0.0481,0.718,0.9323
1040,0.1275,35.1636,0.0006,0.0,0.0,0.0,LAKSHMIEFL,0.2254,0.7285,0.2311
1041,0.1366,38.4143,0.8722,0.0,0.0,0.0003,JCHAC,0.2349,0.0017,0.919
1042,0.0438,12.2745,0.0644,0.0,0.0005,0.4947,GLAXO,0.5897,0.4282,0.0059
1043,0.2131,67.6348,0.0,0.0,0.0,0.0,KALPATPOWR,0.4912,0.0544,0.0479
1044,0.1426,38.7678,0.0,0.0,0.0,0.0,KILITCH,0.0515,0.4588,0.4498
1045,0.0975,26.6776,0.2615,0.0,0.0,0.0,ACCELYA,0.4254,0.0274,0.0216
1046,0.2278,73.5854,0.0,0.0,0.0,0.0,JINDRILL,0.0014,0.8307,0.1281
1047,0.2751,94.3635,0.0,0.0,0.0,0.0026,TATACOMM,0.7301,0.0817,0.3304
1048,0.17,46.4592,0.0006,0.0,0.0,0.0,AHLUCONT,0.0258,0.0312,0.545
1049,0.2174,63.7113,0.0,0.0,0.0,0.0,CEBBCO,0.0018,0.2805,0.0186
1050,0.211,28.3791,0.0003,0.0,0.0,0.0,SALZERELEC,0.2617,0.7211,0.0225
1051,0.342,128.836,0.0564,0.0,0.0,0.3477,GODREJIND,0.3222,0.2946,0.438
1052,0.3299,122.1115,0.0045,0.0,0.0,0.0004,TATAMOTORS,0.022,0.5539,0.0683
1053,0.1124,26.6346,0.0,0.0,0.0001,0.0,UTTAMSUGAR,0.5285,0.0637,0.7495
1054,0.0701,19.3657,0.0006,0.0,0.0,0.0009,FELDVR,0.0567,0.6842,0.3582
1055,0.1431,40.5098,0.0017,0.0,0.0,0.0,PLASTIBLEN,0.4028,0.2801,0.5855
1056,0.258,86.5325,0.1529,0.0,0.0,0.4244,M50,0.2322,0.3965,0.653
1057,0.0954,23.9191,0.0001,0.0,0.0,0.0,BANSWRAS,0.6753,0.3957,0.3782
1058,0.5318,280.363,0.0,0.0,0.0,0.0,ALBK,0.0002,0.505,0.4838
1059,0.1031,29.2808,0.0045,0.0,0.0,0.0,AUTOAXLES,0.2258,0.0448,0.266
1060,0.1728,28.9891,0.8803,0.0,0.0,0.68,BYKE,0.811,0.7608,0.4724
1061,0.2397,78.5415,0.0,0.0,0.0,0.0,ROLTA,0.1224,0.5555,0.1282
1062,0.1355,38.4544,0.0001,0.0,0.0,0.0,GUFICBIO,0.2618,0.0399,0.8231
1063,0.131,38.0791,0.0867,0.0,0.0,0.0,AKZOINDIA,0.9666,0.2165,0.0083
1064,0.0285,3.953,0.8848,0.0016,0.0038,0.1556,LUXIND,0.3031,0.8989,0.0906
1065,0.1291,36.2109,0.0037,0.0,0.0,0.0001,SOMANYCERA,0.4195,0.0023,0.967
1066,0.2125,65.1019,0.0003,0.0,0.0,0.0,ASHAPURMIN,0.0036,0.399,0.1588
1067,0.039,9.1907,0.0288,0.0,0.0011,0.0001,PONNIERODE,0.4668,0.8231,0.7933
1068,0.1187,33.2583,0.0004,0.0,0.0,0.0,NIPPOBATRY,0.0288,0.3548,0.0808
1069,0.085,23.8387,0.7649,0.0,0.0,0.2303,APLLTD,0.0132,0.0073,0.2184
1070,0.0481,11.8062,0.0,0.0,0.5579,0.0,JAIBALAJI,0.5019,0.6596,0.0814
1071,0.0921,25.1058,0.0013,0.0,0.0,0.0001,WINDMACHIN,0.4298,0.0695,0.7856
1072,0.0987,27.9435,0.0036,0.0,0.0,0.0,HGS,0.1329,0.1238,0.1894
1073,0.1258,35.0607,0.0,0.0,0.0,0.0,RAMANEWS,0.6736,0.483,0.1304
1074,0.2901,101.5223,0.0008,0.0,0.0,0.3696,NMDC,0.0007,0.9781,0.8933
1075,0.096,26.3502,0.103,0.0,0.0,0.0,KICL,0.3175,0.0309,0.9157
1076,0.1427,23.0374,0.091,0.0,0.0,0.0012,VIPULLTD,0.518,0.8364,0.565
1077,0.2835,98.3249,0.0,0.0,0.0,0.0,ESCORTS,0.9298,0.0147,0.032
1078,0.1537,44.0029,0.0053,0.0,0.0,0.0,HSIL,0.7937,0.0985,0.3701
1079,0.2124,65.5657,0.0,0.0,0.0,0.0,ARIES,0.0409,0.3859,0.1969
1080,0.1072,30.5468,0.0011,0.0,0.0,0.0,ZENSARTECH,0.1906,0.1511,0.1209
1081,0.1937,52.0889,0.0,0.0,0.0,0.0,MURUDCERA,0.185,0.5451,0.1843
1082,0.5262,112.2923,0.0012,0.0,0.0,0.002,HDFCNIFETF,0.2727,0.0497,0.2887
1083,0.1672,49.3441,0.0001,0.0,0.0,0.0,KPRMILL,0.4039,0.0318,0.7562
1084,0.1275,32.3634,0.0693,0.0,0.0,0.0,SHIRPUR-G,0.1619,0.5412,0.59
1085,0.0534,13.9567,0.0585,0.0,0.0,0.0001,PANAMAPET,0.3081,0.2173,0.35
1086,0.127,36.7775,0.0,0.0,0.0,0.0003,HINDUNILVR,0.1213,0.0155,0.8339
