Symbol,Rm-Rf %,SMB %,HML %,WML %,Adj-r_sq,const
ANDHRABANK,0.0,0.0034,0.0,0.1272,0.5409,0.38
NRBBEARING,0.0,0.0,0.0001,0.9694,0.136,0.0296
RTNPOWER,0.0,0.0,0.0,0.0,0.3379,0.7248
KAMATHOTEL,0.0,0.0,0.0544,0.606,0.0753,0.8413
IPAPPM,0.0,0.0,0.0,0.1672,0.2135,0.9615
MOTHERSUMI,0.0,0.3503,0.5792,0.002,0.1252,0.4638
NIFTYBEES,0.0,0.0,0.0,0.763,0.884,0.0
GOLDTECH,0.1604,0.0787,0.0004,0.8253,0.0288,0.1975
EKC,0.0,0.0,0.0,0.0353,0.2495,0.5116
CCL,0.0,0.0,0.5765,0.5665,0.1003,0.3966
ATFL,0.0,0.0,0.0102,0.2873,0.0826,0.4658
GINNIFILA,0.0,0.0,0.0012,0.6155,0.1298,0.2098
IGPL,0.0,0.0,0.0,0.6854,0.1757,0.0121
LT,0.0,0.0094,0.1721,0.1402,0.2689,0.918
TEXINFRA,0.0,0.0,0.0,0.8378,0.3012,0.5962
VTL,0.0,0.0,0.0139,0.0158,0.1271,0.0122
IOB,0.0,0.0001,0.0,0.0004,0.4648,0.0856
COSMOFILMS,0.0,0.0,0.0,0.987,0.2843,0.1187
CCCL,0.0014,0.0,0.0012,0.1691,0.0444,0.7186
WEIZMANIND,0.0,0.0001,0.1632,0.199,0.0887,0.0407
CINEVISTA,0.0035,0.0,0.1332,0.5391,0.0428,0.2174
PHILIPCARB,0.0,0.0,0.0,0.3477,0.2359,0.0433
RUBYMILLS,0.0,0.0,0.0001,0.6905,0.1664,0.814
ADANITRANS,0.0,0.0052,0.3821,0.829,0.2165,0.0277
JHS,0.0588,0.0047,0.446,0.823,0.01,0.3316
CERA,0.0,0.0022,0.7106,0.0037,0.0879,0.0031
CONSOFINVT,0.0,0.0,0.0016,0.0747,0.1322,0.337
GSPL,0.0,0.016,0.0817,0.5547,0.1258,0.06
AIAENG,0.0,0.7336,0.1364,0.0776,0.0425,0.0099
JUBLFOOD,0.0,0.0513,0.2351,0.4535,0.1606,0.6091
PRECWIRE,0.0,0.0,0.0163,0.8898,0.1247,0.1764
PIDILITIND,0.0,0.3967,0.0775,0.003,0.1707,0.0082
CENTEXT,0.4249,0.0,0.0003,0.0018,0.0405,0.0569
INOXWIND,0.0,0.0003,0.6075,0.129,0.1581,0.1603
CEATLTD,0.0,0.0,0.0,0.3854,0.18,0.0017
JUNIORBEES,0.0,0.0006,0.0,0.0185,0.6242,0.0008
SYNCOM,0.0003,0.0,0.0,0.9182,0.0885,0.5601
VISAKAIND,0.0,0.0,0.0,0.6341,0.295,0.1845
RELIANCE,0.0,0.0009,0.0254,0.0296,0.2085,0.3652
SADBHAV,0.0,0.0001,0.0136,0.0178,0.1559,0.0795
GHCL,0.0,0.0,0.0,0.0008,0.2339,0.0449
CARBORUNIV,0.0,0.0,0.0,0.1224,0.1338,0.0773
TCS,0.0,0.0295,0.0,0.0212,0.1529,0.0412
HINDCOMPOS,0.0138,0.0007,0.0377,0.8277,0.0265,0.3895
MSPL,0.0,0.0,0.0,0.079,0.1228,0.9121
BEARDSELL,0.8334,0.0568,0.2849,0.5391,0.0008,0.2567
BPCL,0.0,0.0319,0.238,0.3645,0.1578,0.4064
GPIL,0.0,0.0,0.0,0.0193,0.147,0.178
HINDUJAVEN,0.0,0.0,0.004,0.1539,0.1668,0.7435
INDIANB,0.0,0.3274,0.0,0.0001,0.297,0.1618
COX&KINGS,0.0,0.0,0.0187,0.1472,0.1898,0.3503
ULTRACEMCO,0.0,0.3606,0.0831,0.0017,0.33,0.1929
EIHAHOTELS,0.0,0.0,0.0,0.1938,0.1163,0.1391
SHREYAS,0.012,0.2845,0.4449,0.7998,0.0087,0.2141
M&MFIN,0.0,0.0055,0.8113,0.4194,0.1157,0.9826
EIHOTEL,0.0,0.0335,0.0356,0.0012,0.1133,0.0538
VICEROY,0.0,0.0,0.0,0.1458,0.23,0.5641
FORTIS,0.0,0.0,0.0001,0.0463,0.1733,0.7744
SUDARSCHEM,0.0,0.0,0.0793,0.0364,0.0979,0.5072
IIFL,0.0,0.0019,0.0231,0.5737,0.2164,0.0091
OILCOUNTUB,0.0,0.0,0.0,0.3012,0.1418,0.8889
SHEMAROO,0.0,0.0026,0.2411,0.8161,0.151,0.1827
SRHHYPOLTD,0.0,0.0,0.0181,0.6089,0.1398,0.2924
MARUTI,0.0,0.0778,0.0569,0.9566,0.3116,0.0001
M100,0.0,0.0001,0.0,0.2158,0.3515,0.0062
THOMASCOOK,0.0,0.0,0.1052,0.2998,0.1401,0.03
MARICO,0.0,0.492,0.1047,0.0527,0.0589,0.3821
MCDHOLDING,0.0,0.0,0.0,0.0462,0.1251,0.9655
UMANGDAIRY,0.0,0.0,0.0777,0.9497,0.1764,0.9187
ASAHIINDIA,0.0,0.0,0.0025,0.4465,0.1606,0.0145
SREINFRA,0.0,0.0,0.0,0.0323,0.3415,0.5402
TALWALKARS,0.0,0.0,0.0,0.6266,0.2471,0.5754
KANANIIND,0.0,0.0147,0.2305,0.5347,0.0445,0.7855
HTMEDIA,0.0,0.0,0.0134,0.2102,0.0918,0.7929
