Adj-r_sq,HML %,Rm-Rf %,SMB %,Symbol,WML %,const,ent
0.4081,0.0017,0.0,0.0,JETAIRWAYS,,0.0824,
0.2418,0.4097,0.0,0.4541,GAIL,,0.2644,
0.283,0.1174,0.0,0.0027,GABRIEL,,0.4305,
0.2383,0.2911,0.0,0.0002,SOTL,,0.2394,
0.4285,0.0339,0.0,0.0,ZENTEC,,0.4788,
0.1498,0.9048,0.0,0.0114,KOTHARIPRO,,0.2638,
0.2028,0.0023,0.0058,0.0,ROHITFERRO,,0.9893,
0.1815,0.6722,0.0,0.0001,NAVKARCORP,,0.6992,
0.3353,0.4713,0.0,0.4214,SRF,,0.2421,
0.3973,0.1005,0.0,0.0,PRESSMN,,0.7478,
0.3147,0.0003,0.0,0.0,ANDHRSUGAR,,0.1595,
0.2975,0.1862,0.0,0.0003,TEXRAIL,,0.6349,
0.1807,0.5395,0.0,0.0013,WENDT,,0.8065,
0.1531,0.8403,0.0,0.2498,PRECAM,,0.7675,
0.2025,0.1874,0.0,0.01,BPL,,0.2182,
0.7503,0.0,0.0,0.0022,ANDHRABANK,,0.3639,
0.2142,0.1806,0.0,0.0142,NRBBEARING,,0.6122,
0.4148,0.0001,0.0,0.0,RTNPOWER,,0.4572,
0.255,0.0077,0.0,0.0001,KAMATHOTEL,,0.3663,
0.2734,0.0002,0.0,0.023,IPAPPM,,0.4389,
0.4656,0.8637,0.0,0.0198,MOTHERSUMI,,0.4384,
0.9143,0.0,0.0,0.0,NIFTYBEES,,0.0181,
0.3322,0.0,0.0,0.0,EKC,,0.0973,
0.15,0.3472,0.0001,0.0002,CCL,,0.2921,
0.0861,0.5205,0.0015,0.0286,ATFL,,0.7629,
0.3383,0.0,0.0,0.0005,GINNIFILA,,0.9394,
0.3491,0.002,0.0,0.0,IGPL,,0.0649,
0.4453,0.6465,0.0,0.0129,LT,,0.5313,
0.3151,0.0108,0.0,0.0,TEXINFRA,,0.639,
0.1999,0.634,0.0,0.0039,VTL,,0.101,
0.1026,0.0003,0.3423,0.0338,SURANAIND,,0.4505,
0.5662,0.0,0.0,0.7452,IOB,,0.5445,
0.3769,0.0002,0.0,0.0,COSMOFILMS,,0.2993,
0.1179,0.1146,0.0005,0.0505,CCCL,,0.6481,
0.2196,0.0004,0.0009,0.0004,GITANJALI,,0.2534,
0.2249,0.15,0.0,0.0387,WEIZMANIND,,0.4594,
0.0516,0.5881,0.002,0.1565,CINEVISTA,,0.5704,
0.2746,0.2398,0.0,0.0004,PHILIPCARB,,0.0932,
0.3678,0.7901,0.0,0.0,RUBYMILLS,,0.8711,
0.3216,0.2484,0.0,0.0805,ADANITRANS,,0.2029,
0.0692,0.7669,0.0018,0.0458,JHS,,0.387,
0.2321,0.0839,0.0,0.0003,CERA,,0.6618,
0.1675,0.0663,0.0023,0.0,TARAPUR,,0.8377,
0.3293,0.0966,0.0,0.0824,CONSOFINVT,,0.657,
0.1826,0.2998,0.0,0.8734,GSPL,,0.7501,
0.001,0.6081,0.0373,0.8238,AIAENG,,0.1239,
0.2468,0.4383,0.0,0.4291,JUBLFOOD,,0.3035,
0.1347,0.051,0.0061,0.0007,PRECWIRE,,0.9701,
0.2777,0.0054,0.0,0.2101,PIDILITIND,,0.4723,
0.0962,0.0007,0.4188,0.0052,CENTEXT,,0.0726,
0.2071,0.0528,0.0,0.0051,INOXWIND,,0.2543,
0.262,0.0923,0.0,0.7701,CEATLTD,,0.4927,
0.7036,0.7496,0.0,0.3249,JUNIORBEES,,0.1842,
0.1893,0.0004,0.0111,0.0001,SYNCOM,,0.5596,
0.3598,0.0298,0.0,0.0,VISAKAIND,,0.1092,
0.3292,0.9299,0.0,0.0919,RELIANCE,,0.4088,
0.1977,0.2871,0.0,0.4273,SADBHAV,,0.7655,
0.318,0.0873,0.0,0.0158,GHCL,,0.038,
0.2121,0.5863,0.0,0.6104,CARBORUNIV,,0.149,
0.3141,0.0,0.0,0.0599,TCS,,0.8191,
0.1038,0.2029,0.0028,0.0051,HINDCOMPOS,,0.2685,
0.1382,0.0586,0.0088,0.001,MSPL,,0.8835,
0.0488,0.974,0.0052,0.3391,BPCL,,0.9636,
0.2426,0.0279,0.0,0.0,GPIL,,0.9988,
0.2739,0.0,0.0006,0.0,HINDUJAVEN,,0.3502,
0.3014,0.0,0.0,0.0273,INDIANB,,0.057,
0.3855,0.311,0.0,0.0016,COX&KINGS,,0.7755,
0.4195,0.0225,0.0,0.8614,ULTRACEMCO,,0.2522,
0.2458,0.0361,0.0,0.002,EIHAHOTELS,,0.4852,
0.2453,0.1462,0.0,0.0009,SHREYAS,,0.6712,
0.3098,0.0022,0.0,0.9778,M&MFIN,,0.5003,
0.1009,0.0767,0.0019,0.177,EIHOTEL,,0.2937,
0.3331,0.002,0.0,0.0,VICEROY,,0.8066,
0.1767,0.1332,0.0,0.0636,FORTIS,,0.7189,
0.2389,0.3167,0.0,0.0109,SUDARSCHEM,,0.0202,
0.2759,0.4663,0.0,0.0052,IIFL,,0.3343,
0.2955,0.0001,0.0004,0.0,TANLA,,0.3282,
0.1106,0.1082,0.0,0.0691,OILCOUNTUB,,0.5143,
0.2838,0.5648,0.0,0.0027,SHEMAROO,,0.225,
0.2393,0.0018,0.0,0.0011,SRHHYPOLTD,,0.111,
0.3895,0.0058,0.0,0.2663,MARUTI,,0.3094,
0.2506,0.0111,0.0,0.5563,M100,,0.412,
0.2145,0.351,0.0,0.0459,THOMASCOOK,,0.917,
0.2141,0.0052,0.0,0.4866,MARICO,,0.3364,
0.1822,0.4049,0.0,0.0001,MCDHOLDING,,0.274,
0.1659,0.2122,0.0,0.0015,UMANGDAIRY,,0.7676,
0.3054,0.5592,0.0,0.0273,ASAHIINDIA,,0.4518,
0.4683,0.0002,0.0,0.0141,SREINFRA,,0.3744,
0.353,0.0329,0.0,0.0314,TALWALKARS,,0.8695,
0.1091,0.6531,0.0,0.275,KANANIIND,,0.201,
0.1176,0.1448,0.0004,0.0636,HTMEDIA,,0.5912,
