Symbol,Rm-Rf %,SMB %,HML %,high-low,Adj-r_sq,const
ANDHRABANK,0.0,0.0013,0.0,0.9667,0.54,0.3144
NRBBEARING,0.0,0.0,0.0001,0.6617,0.1361,0.0314
RTNPOWER,0.0,0.0,0.0,0.0016,0.3201,0.5427
KAMATHOTEL,0.0,0.0,0.0567,0.2695,0.0761,0.8554
IPAPPM,0.0,0.0,0.0,0.2003,0.2133,0.9853
MOTHERSUMI,0.0,0.2926,0.947,0.0109,0.1231,0.4116
NIFTYBEES,0.0,0.0,0.0,0.9216,0.884,0.0
GOLDTECH,0.2983,0.0881,0.0003,0.5599,0.0291,0.2076
EKC,0.0,0.0,0.0,0.0319,0.2496,0.5319
CCL,0.0,0.0,0.6778,0.2642,0.101,0.3292
ATFL,0.0,0.0,0.0134,0.1206,0.0835,0.4749
GINNIFILA,0.0,0.0,0.0013,0.4913,0.13,0.2142
IGPL,0.0,0.0,0.0,0.9209,0.1756,0.0134
LT,0.0,0.0032,0.0917,0.7025,0.2677,0.96
TEXINFRA,0.0,0.0,0.0,0.9221,0.3012,0.6032
VTL,0.0,0.0,0.0433,0.7309,0.123,0.0062
IOB,0.0,0.0,0.0,0.6916,0.4594,0.047
COSMOFILMS,0.0,0.0,0.0,0.1725,0.2854,0.1422
CCCL,0.0174,0.0002,0.0006,0.2818,0.0437,0.869
WEIZMANIND,0.0,0.0002,0.0851,0.6841,0.0874,0.0561
CINEVISTA,0.0079,0.0,0.1528,0.8657,0.0424,0.2
PHILIPCARB,0.0,0.0,0.0,0.6493,0.2355,0.0328
RUBYMILLS,0.0,0.0,0.0,0.1177,0.1679,0.9258
ADANITRANS,0.0,0.0036,0.397,0.2777,0.218,0.027
JHS,0.1246,0.0066,0.4025,0.4437,0.0108,0.3624
CERA,0.0,0.0007,0.8929,0.213,0.0827,0.0018
CONSOFINVT,0.0,0.0,0.0006,0.5995,0.1299,0.4656
GSPL,0.0,0.0097,0.0676,0.1212,0.1273,0.0523
AIAENG,0.0,0.5092,0.2389,0.9289,0.04,0.0064
JUBLFOOD,0.0,0.1407,0.2303,0.0006,0.1682,0.7325
PRECWIRE,0.0,0.0,0.0173,0.3455,0.1253,0.1529
PIDILITIND,0.0,0.3211,0.0228,0.0227,0.1683,0.0062
CENTEXT,0.2727,0.0,0.0001,0.1299,0.0329,0.1128
INOXWIND,0.0,0.0004,0.4388,0.2075,0.1572,0.1308
CEATLTD,0.0,0.0,0.0,0.0271,0.1828,0.0021
JUNIORBEES,0.0,0.0002,0.0,0.5051,0.6226,0.0004
SYNCOM,0.0006,0.0,0.0,0.7632,0.0886,0.5635
VISAKAIND,0.0,0.0,0.0,0.6678,0.295,0.161
RELIANCE,0.0,0.0013,0.0487,0.0034,0.211,0.3554
SADBHAV,0.0,0.0011,0.0028,0.4046,0.1525,0.1358
GHCL,0.0,0.0,0.0,0.0326,0.2297,0.0322
CARBORUNIV,0.0,0.0,0.0,0.9579,0.1321,0.1029
TCS,0.0,0.0541,0.0,0.3043,0.15,0.0303
HINDCOMPOS,0.0043,0.0003,0.0389,0.1381,0.0285,0.351
MSPL,0.0,0.0,0.0,0.0875,0.1227,0.9709
BEARDSELL,0.9319,0.0528,0.2468,0.3282,0.0019,0.2459
BPCL,0.0,0.0347,0.1779,0.462,0.1576,0.3909
GPIL,0.0,0.0,0.0,0.1251,0.1447,0.1984
HINDUJAVEN,0.0,0.0,0.0089,0.2836,0.1662,0.6001
INDIANB,0.0,0.1445,0.0,0.1582,0.2893,0.2477
COX&KINGS,0.0,0.0,0.0083,0.4221,0.1888,0.3866
ULTRACEMCO,0.0,0.4304,0.0235,0.0106,0.3282,0.1634
EIHAHOTELS,0.0,0.0,0.0,0.2161,0.1162,0.1315
SHREYAS,0.035,0.3432,0.3912,0.6588,0.0089,0.2299
M&MFIN,0.0,0.0077,0.6962,0.8341,0.1152,0.9389
EIHOTEL,0.0,0.0928,0.0066,0.3417,0.1064,0.0868
VICEROY,0.0,0.0,0.0,0.9265,0.2287,0.4868
FORTIS,0.0,0.0,0.0003,0.738,0.1707,0.6307
SUDARSCHEM,0.0,0.0,0.1576,0.4927,0.095,0.4373
IIFL,0.0,0.0007,0.0174,0.0427,0.2189,0.007
OILCOUNTUB,0.0,0.0,0.0,0.0073,0.1461,0.8223
SHEMAROO,0.0,0.0024,0.2263,0.9109,0.151,0.1876
SRHHYPOLTD,0.0,0.0,0.0256,0.1039,0.1417,0.2303
MARUTI,0.0,0.0556,0.0553,0.3914,0.312,0.0001
M100,0.0,0.0008,0.0,0.1124,0.352,0.0115
THOMASCOOK,0.0,0.0,0.0613,0.5382,0.1396,0.0413
MARICO,0.0,0.3868,0.0495,0.28,0.0569,0.3324
MCDHOLDING,0.0,0.0,0.0,0.0803,0.1245,0.9257
UMANGDAIRY,0.0,0.0,0.0716,0.7345,0.1766,0.9128
ASAHIINDIA,0.0,0.0,0.0028,0.1551,0.1616,0.0156
SREINFRA,0.0,0.0,0.0,0.1144,0.3404,0.5903
TALWALKARS,0.0,0.0,0.0,0.0781,0.2489,0.521
KANANIIND,0.0,0.0239,0.2005,0.7296,0.0442,0.7025
HTMEDIA,0.0,0.0,0.0058,0.9516,0.0906,0.8801
